DATA,LOJA,BANDEIRA,MODALIDADE,MODULO,VALOR\_BRUTO,TAXA\_PERC,TARIFA\_ADQ,DATA\_PREVISTA,LIQUIDO\_PREVISTO
11/05/2026,Filial 1,Amex,Voucher,Online,"R$ 411,19","7,00%","R$ 8,00",26/05/2026,"R$ 374,41"
11/05/2026,Matriz,Mastercard,Débito,POS,"R$ 458,66","0,75%","R$ 5,00",26/05/2026,"R$ 450,22"
12/05/2026,Matriz,PIX,Débito,Online,"R$ 404,26","0,75%","R$ 2,00",27/05/2026,"R$ 399,23"
12/05/2026,Filial 1,Visa,Crédito,POS,"R$ 396,36","2,00%","R$ 5,00",27/05/2026,"R$ 383,43"
12/05/2026,Matriz,Elo,PIX,TEF,"R$ 389,95","0,30%","R$ 3,00",27/05/2026,"R$ 385,78"
12/05/2026,Filial 1,Amex,Voucher,Online,"R$ 404,28","7,00%","R$ 8,00",27/05/2026,"R$ 367,98"
12/05/2026,Matriz,Mastercard,Débito,POS,"R$ 411,54","0,75%","R$ 5,00",27/05/2026,"R$ 403,45"
13/05/2026,Matriz,PIX,Débito,Online,"R$ 421,35","0,75%","R$ 2,00",28/05/2026,"R$ 416,19"
13/05/2026,Filial 1,Visa,Crédito,POS,"R$ 453,51","2,00%","R$ 5,00",28/05/2026,"R$ 439,44"
13/05/2026,Matriz,Elo,PIX,TEF,"R$ 458,38","0,30%","R$ 3,00",28/05/2026,"R$ 454,00"
13/05/2026,Filial 1,Amex,Voucher,Online,"R$ 441,54","7,00%","R$ 8,00",28/05/2026,"R$ 402,63"
13/05/2026,Matriz,Mastercard,Débito,POS,"R$ 448,02","0,75%","R$ 5,00",28/05/2026,"R$ 439,66"
14/05/2026,Matriz,PIX,Débito,Online,"R$ 448,42","0,75%","R$ 2,00",29/05/2026,"R$ 443,06"
14/05/2026,Filial 1,Visa,Crédito,POS,"R$ 415,39","2,00%","R$ 5,00",29/05/2026,"R$ 402,08"
14/05/2026,Matriz,Elo,PIX,TEF,"R$ 359,23","0,30%","R$ 3,00",29/05/2026,"R$ 355,15"
14/05/2026,Filial 1,Amex,Voucher,Online,"R$ 397,05","7,00%","R$ 8,00",29/05/2026,"R$ 361,26"
14/05/2026,Matriz,Mastercard,Débito,POS,"R$ 368,70","0,75%","R$ 5,00",29/05/2026,"R$ 360,93"
15/05/2026,Matriz,PIX,Débito,Online,"R$ 448,38","0,75%","R$ 2,00",30/05/2026,"R$ 443,02"
15/05/2026,Filial 1,Visa,Crédito,POS,"R$ 422,80","2,00%","R$ 5,00",30/05/2026,"R$ 409,34"
15/05/2026,Matriz,Elo,PIX,TEF,"R$ 419,78","0,30%","R$ 3,00",30/05/2026,"R$ 415,52"
15/05/2026,Filial 1,Amex,Voucher,Online,"R$ 390,24","7,00%","R$ 8,00",30/05/2026,"R$ 354,92"
15/05/2026,Matriz,Mastercard,Débito,POS,"R$ 386,20","0,75%","R$ 5,00",30/05/2026,"R$ 378,30"
16/05/2026,Matriz,PIX,Débito,Online,"R$ 438,08","0,75%","R$ 2,00",31/05/2026,"R$ 432,79"
16/05/2026,Filial 1,Visa,Crédito,POS,"R$ 454,78","2,00%","R$ 5,00",31/05/2026,"R$ 440,68"
16/05/2026,Matriz,Elo,PIX,TEF,"R$ 431,60","0,30%","R$ 3,00",31/05/2026,"R$ 427,31"
16/05/2026,Filial 1,Amex,Voucher,Online,"R$ 412,58","7,00%","R$ 8,00",31/05/2026,"R$ 375,70"
16/05/2026,Matriz,Mastercard,Débito,POS,"R$ 447,51","0,75%","R$ 5,00",31/05/2026,"R$ 439,15"
17/05/2026,Matriz,PIX,Débito,Online,"R$ 444,29","0,75%","R$ 2,00",01/06/2026,"R$ 438,96"
17/05/2026,Filial 1,Visa,Crédito,POS,"R$ 351,00","2,00%","R$ 5,00",01/06/2026,"R$ 338,98"
17/05/2026,Matriz,Elo,PIX,TEF,"R$ 404,70","0,30%","R$ 3,00",01/06/2026,"R$ 400,49"
17/05/2026,Filial 1,Amex,Voucher,Online,"R$ 420,08","7,00%","R$ 8,00",01/06/2026,"R$ 382,67"
17/05/2026,Matriz,Mastercard,Débito,POS,"R$ 408,18","0,75%","R$ 5,00",01/06/2026,"R$ 400,12"
18/05/2026,Matriz,PIX,Débito,Online,"R$ 434,17","0,75%","R$ 2,00",02/06/2026,"R$ 428,91"
18/05/2026,Filial 1,Visa,Crédito,POS,"R$ 388,72","2,00%","R$ 5,00",02/06/2026,"R$ 375,95"
18/05/2026,Matriz,Elo,PIX,TEF,"R$ 359,81","0,30%","R$ 3,00",02/06/2026,"R$ 355,73"
18/05/2026,Filial 1,Amex,Voucher,Online,"R$ 406,24","7,00%","R$ 8,00",02/06/2026,"R$ 369,80"
18/05/2026,Matriz,Mastercard,Débito,POS,"R$ 431,24","0,75%","R$ 5,00",02/06/2026,"R$ 423,01"
19/05/2026,Matriz,PIX,Débito,Online,"R$ 364,83","0,75%","R$ 2,00",03/06/2026,"R$ 360,09"
19/05/2026,Filial 1,Visa,Crédito,POS,"R$ 374,31","2,00%","R$ 5,00",03/06/2026,"R$ 361,82"
19/05/2026,Matriz,Elo,PIX,TEF,"R$ 404,91","0,30%","R$ 3,00",03/06/2026,"R$ 400,70"
19/05/2026,Filial 1,Amex,Voucher,Online,"R$ 443,50","7,00%","R$ 8,00",03/06/2026,"R$ 404,46"
19/05/2026,Matriz,Mastercard,Débito,POS,"R$ 435,96","0,75%","R$ 5,00",03/06/2026,"R$ 427,69"
20/05/2026,Matriz,PIX,Débito,Online,"R$ 352,06","0,75%","R$ 2,00",04/06/2026,"R$ 347,42"
20/05/2026,Filial 1,Visa,Crédito,POS,"R$ 409,48","2,00%","R$ 5,00",04/06/2026,"R$ 396,29"
20/05/2026,Matriz,Elo,PIX,TEF,"R$ 400,52","0,30%","R$ 3,00",04/06/2026,"R$ 396,32"
20/05/2026,Filial 1,Amex,Voucher,Online,"R$ 431,49","7,00%","R$ 8,00",04/06/2026,"R$ 393,29"
20/05/2026,Matriz,Mastercard,Débito,POS,"R$ 438,92","0,75%","R$ 5,00",04/06/2026,"R$ 430,63"
21/05/2026,Matriz,PIX,Débito,Online,"R$ 389,91","0,75%","R$ 2,00",05/06/2026,"R$ 384,99"
21/05/2026,Filial 1,Visa,Crédito,POS,"R$ 357,91","2,00%","R$ 5,00",05/06/2026,"R$ 345,75"
21/05/2026,Matriz,Elo,PIX,TEF,"R$ 410,59","0,30%","R$ 3,00",05/06/2026,"R$ 406,36"
21/05/2026,Filial 1,Amex,Voucher,Online,"R$ 427,70","7,00%","R$ 8,00",05/06/2026,"R$ 389,76"
21/05/2026,Matriz,Mastercard,Débito,POS,"R$ 375,28","0,75%","R$ 5,00",05/06/2026,"R$ 367,47"
22/05/2026,Matriz,PIX,Débito,Online,"R$ 372,54","0,75%","R$ 2,00",06/06/2026,"R$ 367,75"
22/05/2026,Filial 1,Visa,Crédito,POS,"R$ 428,85","2,00%","R$ 5,00",06/06/2026,"R$ 415,27"
22/05/2026,Matriz,Elo,PIX,TEF,"R$ 363,45","0,30%","R$ 3,00",06/06/2026,"R$ 359,36"
22/05/2026,Filial 1,Amex,Voucher,Online,"R$ 430,87","7,00%","R$ 8,00",06/06/2026,"R$ 392,71"
22/05/2026,Matriz,Mastercard,Débito,POS,"R$ 358,70","0,75%","R$ 5,00",06/06/2026,"R$ 351,01"
23/05/2026,Matriz,PIX,Débito,Online,"R$ 427,16","0,75%","R$ 2,00",07/06/2026,"R$ 421,96"
23/05/2026,Filial 1,Visa,Crédito,POS,"R$ 387,67","2,00%","R$ 5,00",07/06/2026,"R$ 374,92"
23/05/2026,Matriz,Elo,PIX,TEF,"R$ 370,62","0,30%","R$ 3,00",07/06/2026,"R$ 366,51"
23/05/2026,Filial 1,Amex,Voucher,Online,"R$ 382,12","7,00%","R$ 8,00",07/06/2026,"R$ 347,37"
23/05/2026,Matriz,Mastercard,Débito,POS,"R$ 362,75","0,75%","R$ 5,00",07/06/2026,"R$ 355,03"
24/05/2026,Matriz,PIX,Débito,Online,"R$ 389,77","0,75%","R$ 2,00",08/06/2026,"R$ 384,85"
24/05/2026,Filial 1,Visa,Crédito,POS,"R$ 438,50","2,00%","R$ 5,00",08/06/2026,"R$ 424,73"
24/05/2026,Matriz,Elo,PIX,TEF,"R$ 422,11","0,30%","R$ 3,00",08/06/2026,"R$ 417,84"
24/05/2026,Filial 1,Amex,Voucher,Online,"R$ 379,22","7,00%","R$ 8,00",08/06/2026,"R$ 344,67"
24/05/2026,Matriz,Mastercard,Débito,POS,"R$ 382,12","0,75%","R$ 5,00",08/06/2026,"R$ 374,25"
25/05/2026,Matriz,PIX,Débito,Online,"R$ 432,99","0,75%","R$ 2,00",09/06/2026,"R$ 427,74"
25/05/2026,Filial 1,Visa,Crédito,POS,"R$ 452,78","2,00%","R$ 5,00",09/06/2026,"R$ 438,72"
25/05/2026,Matriz,Elo,PIX,TEF,"R$ 355,41","0,30%","R$ 3,00",09/06/2026,"R$ 351,34"
25/05/2026,Filial 1,Amex,Voucher,Online,"R$ 446,72","7,00%","R$ 8,00",09/06/2026,"R$ 407,45"
25/05/2026,Matriz,Mastercard,Débito,POS,"R$ 371,66","0,75%","R$ 5,00",09/06/2026,"R$ 363,87"
26/05/2026,Matriz,PIX,Débito,Online,"R$ 384,02","0,75%","R$ 2,00",10/06/2026,"R$ 379,14"
26/05/2026,Filial 1,Visa,Crédito,POS,"R$ 441,87","2,00%","R$ 5,00",10/06/2026,"R$ 428,03"
26/05/2026,Matriz,Elo,PIX,TEF,"R$ 446,31","0,30%","R$ 3,00",10/06/2026,"R$ 441,97"
26/05/2026,Filial 1,Amex,Voucher,Online,"R$ 445,27","7,00%","R$ 8,00",10/06/2026,"R$ 406,10"
26/05/2026,Matriz,Mastercard,Débito,POS,"R$ 350,97","0,75%","R$ 5,00",10/06/2026,"R$ 343,34"
27/05/2026,Matriz,PIX,Débito,Online,"R$ 388,14","0,75%","R$ 2,00",11/06/2026,"R$ 383,23"
27/05/2026,Filial 1,Visa,Crédito,POS,"R$ 381,59","2,00%","R$ 5,00",11/06/2026,"R$ 368,96"
27/05/2026,Matriz,Elo,PIX,TEF,"R$ 395,12","0,30%","R$ 3,00",11/06/2026,"R$ 390,93"
27/05/2026,Filial 1,Amex,Voucher,Online,"R$ 427,04","7,00%","R$ 8,00",11/06/2026,"R$ 389,15"
27/05/2026,Matriz,Mastercard,Débito,POS,"R$ 435,47","0,75%","R$ 5,00",11/06/2026,"R$ 427,20"
28/05/2026,Matriz,PIX,Débito,Online,"R$ 437,74","0,75%","R$ 2,00",12/06/2026,"R$ 432,46"
28/05/2026,Filial 1,Visa,Crédito,POS,"R$ 422,53","2,00%","R$ 5,00",12/06/2026,"R$ 409,08"
28/05/2026,Matriz,Elo,PIX,TEF,"R$ 450,40","0,30%","R$ 3,00",12/06/2026,"R$ 446,05"
28/05/2026,Filial 1,Amex,Voucher,Online,"R$ 385,33","7,00%","R$ 8,00",12/06/2026,"R$ 350,36"
28/05/2026,Matriz,Mastercard,Débito,POS,"R$ 458,94","0,75%","R$ 5,00",12/06/2026,"R$ 450,50"
29/05/2026,Matriz,PIX,Débito,Online,"R$ 374,79","0,75%","R$ 2,00",13/06/2026,"R$ 369,98"
29/05/2026,Filial 1,Visa,Crédito,POS,"R$ 457,37","2,00%","R$ 5,00",13/06/2026,"R$ 443,22"
29/05/2026,Matriz,Elo,PIX,TEF,"R$ 357,66","0,30%","R$ 3,00",13/06/2026,"R$ 353,59"
29/05/2026,Filial 1,Amex,Voucher,Online,"R$ 388,51","7,00%","R$ 8,00",13/06/2026,"R$ 353,31"
29/05/2026,Matriz,Mastercard,Débito,POS,"R$ 389,09","0,75%","R$ 5,00",13/06/2026,"R$ 381,17"
30/05/2026,Matriz,PIX,Débito,Online,"R$ 427,57","0,75%","R$ 2,00",14/06/2026,"R$ 422,36"
30/05/2026,Filial 1,Visa,Crédito,POS,"R$ 430,55","2,00%","R$ 5,00",14/06/2026,"R$ 416,94"
30/05/2026,Matriz,Elo,PIX,TEF,"R$ 394,30","0,30%","R$ 3,00",14/06/2026,"R$ 390,12"
30/05/2026,Filial 1,Amex,Voucher,Online,"R$ 433,44","7,00%","R$ 8,00",14/06/2026,"R$ 395,10"
30/05/2026,Matriz,Mastercard,Débito,POS,"R$ 386,20","0,75%","R$ 5,00",14/06/2026,"R$ 378,30"
